Property_ID,Property,Community,Developer,Property_Type,Bedrooms,Price_AED,ROI,Rental_Yield,Expected_Appreciation,Risk
PID-01801,Harbour Park,Dubai Marina,Emaar,Apartment,1 BR,4290913,8.3%,7.4%,High,Low
PID-01802,Royal Place,Dubai Marina,Sobha Realty,Townhouse,1 BR,2006707,8.8%,8.3%,High,Low
PID-01803,Creek Place,Dubai Marina,Binghatti,Townhouse,2 BR,1831187,8.6%,6.9%,High,Low
PID-01804,Vista Collection,Business Bay,Danube,Villa,3 BR,2146178,8.6%,7.5%,High,Low
PID-01805,Palm Horizon,JVC,DAMAC,Townhouse,3 BR,754218,8.7%,8.4%,Medium,Medium
PID-01806,The Park,Dubai Marina,Emaar,Townhouse,Studio,2441201,8.7%,6.8%,High,Low
PID-01807,Infinity Residences,Dubai Marina,Danube,Apartment,1 BR,3754837,7.4%,7.2%,High,Low
PID-01808,Marina Living,JVC,Danube,Townhouse,2 BR,1131247,8.5%,8.1%,Medium,Medium
PID-01809,Royal Point,JVC,Binghatti,Townhouse,1 BR,1749069,9.1%,8.7%,Medium,Medium
PID-01810,The Living,Dubai Marina,Binghatti,Townhouse,3 BR,4910958,7.8%,8.4%,High,Low
PID-01811,Marina Place,JVC,Emaar,Townhouse,2 BR,1765421,8.2%,8.6%,Medium,Medium
PID-01812,Ocean One,Dubai Marina,Sobha Realty,Villa,3 BR,2143361,8.2%,7.5%,High,Low
PID-01813,Vista Point,Dubai Marina,Sobha Realty,Apartment,3 BR,1655219,8.1%,7.0%,High,Low
PID-01814,Azure View,Business Bay,DAMAC,Apartment,Studio,3358007,8.8%,7.6%,High,Low
PID-01815,Ocean Place,JVC,Sobha Realty,Apartment,4 BR,1749804,8.6%,8.1%,Medium,Medium
PID-01816,Skyline View,Dubai Marina,Emaar,Townhouse,3 BR,2364502,8.3%,8.1%,High,Low
PID-01817,Grand One,JVC,Binghatti,Townhouse,1 BR,1182912,8.4%,8.7%,Medium,Medium
PID-01818,Infinity Residence,JVC,DAMAC,Townhouse,3 BR,1712269,9.7%,8.3%,Medium,Medium
PID-01819,Infinity Collection,Business Bay,Danube,Apartment,3 BR,4179297,8.6%,7.0%,High,Low
PID-01820,The Residences,JVC,Binghatti,Villa,3 BR,843529,8.9%,8.2%,Medium,Medium
PID-01821,Canal Collection,Business Bay,Binghatti,Villa,2 BR,3979634,8.2%,6.9%,High,Low
PID-01822,Palm Tower,Business Bay,Emaar,Townhouse,Studio,2814200,8.7%,7.9%,High,Low
PID-01823,Canal Living,Business Bay,Emaar,Townhouse,Studio,3721340,8.0%,6.6%,High,Low
PID-01824,Skyline Heights,Dubai Marina,DAMAC,Apartment,4 BR,3997904,8.4%,7.6%,High,Low
PID-01825,Elite Horizon,JVC,Binghatti,Villa,1 BR,758251,8.3%,8.0%,Medium,Medium
PID-01826,The Collection,Business Bay,Danube,Townhouse,3 BR,4049622,8.1%,7.7%,High,Low
PID-01827,Infinity One,Business Bay,DAMAC,Villa,4 BR,2963971,8.2%,7.9%,High,Low
PID-01828,Marina Park,JVC,DAMAC,Villa,1 BR,1761450,8.7%,8.1%,Medium,Medium
PID-01829,The Horizon,Dubai Marina,Binghatti,Townhouse,1 BR,2471909,8.1%,6.7%,High,Low
PID-01830,Elite Collection,Business Bay,DAMAC,Apartment,4 BR,3251699,7.8%,7.1%,High,Low
PID-01831,Skyline Square,Dubai Marina,Sobha Realty,Villa,2 BR,3827986,8.1%,7.7%,High,Low
PID-01832,Elite Heights,Business Bay,Sobha Realty,Villa,2 BR,4203282,8.4%,7.6%,High,Low
PID-01833,Infinity View,JVC,Binghatti,Apartment,2 BR,1569589,8.7%,8.6%,Medium,Medium
PID-01834,Park Square,Dubai Marina,Emaar,Apartment,2 BR,1534480,7.0%,7.2%,High,Low
PID-01835,Skyline Park,JVC,Binghatti,Townhouse,1 BR,673562,8.9%,8.6%,Medium,Medium
PID-01836,Marina Collection,JVC,Binghatti,Villa,4 BR,1115801,8.8%,9.0%,Medium,Medium
PID-01837,Marina Square,Dubai Marina,Sobha Realty,Villa,3 BR,4929696,8.3%,7.2%,High,Low
PID-01838,Elite Place,Business Bay,DAMAC,Villa,1 BR,2886199,7.9%,7.0%,High,Low
PID-01839,Creek Vista,JVC,Binghatti,Apartment,4 BR,1001709,9.6%,8.7%,Medium,Medium
PID-01840,Elite Place,Dubai Marina,DAMAC,Villa,1 BR,3314552,8.4%,7.2%,High,Low
PID-01841,Creek Central,JVC,Emaar,Apartment,1 BR,667713,9.6%,8.8%,Medium,Medium
PID-01842,Central Park,Business Bay,DAMAC,Apartment,2 BR,4469939,7.4%,8.2%,High,Low
PID-01843,Elite Point,JVC,Emaar,Townhouse,2 BR,1503791,9.8%,7.8%,Medium,Medium
PID-01844,Azure Tower,JVC,Danube,Townhouse,Studio,1021892,8.3%,8.2%,Medium,Medium
PID-01845,Royal Vista,Business Bay,Sobha Realty,Villa,2 BR,4418337,8.7%,8.1%,High,Low
PID-01846,Azure Gardens,Business Bay,Sobha Realty,Townhouse,Studio,4466120,8.1%,7.4%,High,Low
PID-01847,Vista Vista,Dubai Marina,Danube,Villa,Studio,4813457,8.3%,6.9%,High,Low
PID-01848,Skyline Park,JVC,Sobha Realty,Townhouse,2 BR,1958721,9.4%,8.7%,Medium,Medium
PID-01849,Vista Tower,Dubai Marina,Binghatti,Apartment,4 BR,4868313,7.9%,7.1%,High,Low
PID-01850,The One,Business Bay,Emaar,Townhouse,3 BR,2326129,7.2%,6.9%,High,Low
PID-01851,Skyline Collection,Business Bay,Binghatti,Townhouse,1 BR,2102470,7.2%,7.7%,High,Low
PID-01852,Skyline Heights,Dubai Marina,Binghatti,Townhouse,3 BR,3080157,8.7%,8.3%,High,Low
PID-01853,Harbour One,JVC,Sobha Realty,Villa,2 BR,1765163,8.8%,8.4%,Medium,Medium
PID-01854,Royal Collection,Dubai Marina,Danube,Townhouse,3 BR,1962186,7.1%,7.0%,High,Low
PID-01855,Infinity Square,Business Bay,Emaar,Townhouse,2 BR,2018698,7.9%,7.9%,High,Low
PID-01856,Ocean Tower,JVC,Emaar,Apartment,1 BR,966918,8.7%,8.9%,Medium,Medium
PID-01857,Creek Point,JVC,Sobha Realty,Villa,Studio,1087181,9.9%,8.7%,Medium,Medium
PID-01858,Creek Square,Business Bay,DAMAC,Townhouse,2 BR,3648034,7.8%,7.4%,High,Low
PID-01859,Canal Living,Dubai Marina,Emaar,Townhouse,4 BR,3586149,7.1%,8.0%,High,Low
PID-01860,Skyline Gardens,Business Bay,Danube,Villa,Studio,2992969,7.1%,7.3%,High,Low
PID-01861,Canal One,Business Bay,Danube,Townhouse,2 BR,3896468,7.2%,7.4%,High,Low
PID-01862,Harbour Gardens,Dubai Marina,Danube,Apartment,4 BR,4791267,8.0%,6.8%,High,Low
PID-01863,Creek Central,Business Bay,Sobha Realty,Apartment,1 BR,4095860,7.2%,7.6%,High,Low
PID-01864,Palm Horizon,JVC,Binghatti,Villa,1 BR,1326718,9.4%,8.4%,Medium,Medium
PID-01865,Park Horizon,JVC,Binghatti,Villa,4 BR,1590206,8.3%,8.4%,Medium,Medium
PID-01866,Skyline Square,JVC,Danube,Villa,Studio,1504312,8.0%,8.1%,Medium,Medium
PID-01867,Grand Central,JVC,DAMAC,Townhouse,3 BR,1488562,9.4%,8.2%,Medium,Medium
PID-01868,Canal Collection,Dubai Marina,Binghatti,Apartment,4 BR,4099651,8.7%,7.8%,High,Low
PID-01869,Skyline Tower,Business Bay,Emaar,Townhouse,2 BR,4248951,7.9%,6.6%,High,Low
PID-01870,Vista Place,JVC,DAMAC,Townhouse,3 BR,1660446,8.5%,8.5%,Medium,Medium
PID-01871,Park Square,JVC,Sobha Realty,Apartment,3 BR,1962415,8.1%,8.1%,Medium,Medium
PID-01872,Harbour Vista,JVC,Danube,Townhouse,2 BR,1448731,8.6%,8.0%,Medium,Medium
PID-01873,Marina Residence,JVC,DAMAC,Townhouse,3 BR,749413,9.1%,7.7%,Medium,Medium
PID-01874,Azure One,JVC,Danube,Townhouse,2 BR,1314769,9.4%,8.3%,Medium,Medium
PID-01875,Park View,Business Bay,Sobha Realty,Apartment,1 BR,2888290,7.6%,8.2%,High,Low
PID-01876,Ocean Residence,Dubai Marina,Danube,Villa,Studio,3622369,8.9%,7.1%,High,Low
PID-01877,Park Living,JVC,Binghatti,Villa,2 BR,1566720,8.5%,7.6%,Medium,Medium
PID-01878,Azure Tower,Business Bay,Sobha Realty,Apartment,2 BR,1318304,7.6%,7.5%,High,Low
PID-01879,Azure Point,JVC,Emaar,Apartment,1 BR,823088,8.2%,8.1%,Medium,Medium
PID-01880,Creek Gardens,Dubai Marina,Danube,Townhouse,4 BR,2045518,8.9%,8.0%,High,Low
PID-01881,Royal Gardens,JVC,DAMAC,Apartment,2 BR,1517954,9.6%,8.3%,Medium,Medium
PID-01882,Royal Residences,Dubai Marina,Danube,Townhouse,Studio,2289076,7.9%,7.5%,High,Low
PID-01883,Canal Tower,Dubai Marina,Binghatti,Townhouse,Studio,3540313,7.7%,7.4%,High,Low
PID-01884,Harbour Point,Business Bay,Sobha Realty,Townhouse,4 BR,2646783,8.2%,7.7%,High,Low
PID-01885,Park View,Dubai Marina,Binghatti,Villa,4 BR,2069787,8.0%,7.2%,High,Low
PID-01886,Harbour Heights,JVC,DAMAC,Villa,4 BR,1588137,8.6%,8.4%,Medium,Medium
PID-01887,Vista Residences,Business Bay,Binghatti,Townhouse,Studio,3818744,7.3%,6.7%,High,Low
PID-01888,Central Central,Dubai Marina,Binghatti,Apartment,2 BR,3751101,8.8%,7.0%,High,Low
PID-01889,Grand Collection,Dubai Marina,Sobha Realty,Townhouse,3 BR,3379106,7.1%,7.8%,High,Low
PID-01890,Palm Central,Dubai Marina,Danube,Villa,3 BR,3500205,8.9%,6.9%,High,Low
PID-01891,Grand Heights,Business Bay,Binghatti,Apartment,1 BR,1347649,7.3%,6.9%,High,Low
PID-01892,Harbour Park,Dubai Marina,Danube,Townhouse,2 BR,2079124,8.2%,6.8%,High,Low
PID-01893,Marina Place,Business Bay,DAMAC,Villa,Studio,3666618,8.3%,6.8%,High,Low
PID-01894,Grand Square,Business Bay,Danube,Villa,1 BR,2479031,7.3%,7.8%,High,Low
PID-01895,Park Heights,JVC,Sobha Realty,Villa,1 BR,1501350,8.1%,8.0%,Medium,Medium
PID-01896,Canal Heights,Dubai Marina,DAMAC,Villa,4 BR,3180221,7.4%,7.1%,High,Low
PID-01897,Park Tower,Dubai Marina,DAMAC,Townhouse,2 BR,4510181,8.4%,6.8%,High,Low
PID-01898,Infinity Park,Dubai Marina,Emaar,Townhouse,Studio,4253620,7.1%,8.4%,High,Low
PID-01899,Palm Residence,Business Bay,Binghatti,Villa,4 BR,1256231,7.6%,6.6%,High,Low
PID-01900,Park Central,JVC,Binghatti,Villa,1 BR,748355,9.4%,8.7%,Medium,Medium
PID-01901,Ocean Residence,Dubai Marina,Danube,Villa,4 BR,2521345,8.3%,8.0%,High,Low
PID-01902,Canal View,JVC,Emaar,Villa,1 BR,1761839,9.5%,8.0%,Medium,Medium
PID-01903,Central Gardens,Business Bay,Danube,Villa,3 BR,1721749,7.7%,7.3%,High,Low
PID-01904,Marina Collection,Dubai Marina,Danube,Townhouse,3 BR,1872351,8.1%,8.4%,High,Low
PID-01905,Azure Point,Dubai Marina,DAMAC,Villa,3 BR,2181199,9.0%,6.6%,High,Low
PID-01906,Elite Tower,Dubai Marina,Danube,Townhouse,1 BR,2866473,7.9%,7.3%,High,Low
PID-01907,Harbour Square,Dubai Marina,DAMAC,Apartment,2 BR,2921341,8.1%,7.0%,High,Low
PID-01908,Creek Tower,JVC,DAMAC,Villa,4 BR,1380276,9.6%,8.8%,Medium,Medium
PID-01909,Vista Living,Dubai Marina,Sobha Realty,Townhouse,1 BR,4847985,8.7%,6.6%,High,Low
PID-01910,Creek Vista,Business Bay,Binghatti,Townhouse,Studio,1675827,8.0%,7.0%,High,Low
PID-01911,Ocean Heights,Business Bay,DAMAC,Apartment,1 BR,2551169,7.1%,8.0%,High,Low
PID-01912,Ocean Gardens,Business Bay,Sobha Realty,Villa,Studio,3355035,8.0%,8.1%,High,Low
PID-01913,Marina Residences,Business Bay,Emaar,Townhouse,1 BR,1804977,7.4%,6.8%,High,Low
PID-01914,Park Tower,Business Bay,Emaar,Townhouse,Studio,3106211,8.6%,6.5%,High,Low
PID-01915,Park Vista,Business Bay,Emaar,Apartment,1 BR,2705921,7.1%,7.2%,High,Low
PID-01916,Azure Residence,Business Bay,Sobha Realty,Apartment,2 BR,2490790,7.4%,7.7%,High,Low
PID-01917,Harbour One,Business Bay,DAMAC,Townhouse,3 BR,1860971,7.7%,8.0%,High,Low
PID-01918,Skyline One,Dubai Marina,Sobha Realty,Townhouse,3 BR,3663281,8.3%,8.2%,High,Low
PID-01919,Infinity Residence,Dubai Marina,Binghatti,Villa,4 BR,4169392,8.4%,7.2%,High,Low
PID-01920,Infinity Heights,Business Bay,Danube,Apartment,2 BR,4339233,7.1%,6.6%,High,Low
PID-01921,Harbour Gardens,Dubai Marina,Emaar,Townhouse,1 BR,2314357,8.4%,6.7%,High,Low
PID-01922,The Residence,JVC,Sobha Realty,Apartment,1 BR,897347,8.9%,8.9%,Medium,Medium
PID-01923,Canal Central,Business Bay,Danube,Apartment,4 BR,1806067,7.6%,8.1%,High,Low
PID-01924,Vista Vista,JVC,Danube,Townhouse,1 BR,709247,8.5%,8.9%,Medium,Medium
PID-01925,Central Tower,JVC,Sobha Realty,Apartment,4 BR,1626351,8.7%,8.2%,Medium,Medium
PID-01926,Canal Residence,Dubai Marina,Danube,Villa,Studio,2344643,8.9%,6.5%,High,Low
PID-01927,The Gardens,JVC,Binghatti,Apartment,3 BR,1599778,9.5%,8.2%,Medium,Medium
PID-01928,Marina View,Business Bay,Binghatti,Apartment,Studio,3812092,8.6%,7.6%,High,Low
PID-01929,Royal Tower,Business Bay,DAMAC,Villa,1 BR,1620958,7.3%,7.2%,High,Low
PID-01930,Elite Tower,Dubai Marina,DAMAC,Apartment,Studio,4879679,7.8%,7.3%,High,Low
PID-01931,Creek Park,JVC,Sobha Realty,Townhouse,1 BR,1436810,9.2%,8.5%,Medium,Medium
PID-01932,Elite Point,JVC,Emaar,Apartment,2 BR,1288629,8.5%,7.6%,Medium,Medium
PID-01933,Azure Living,JVC,Danube,Apartment,3 BR,1135388,8.2%,7.7%,Medium,Medium
PID-01934,Skyline Gardens,JVC,Binghatti,Apartment,Studio,1842803,8.9%,8.8%,Medium,Medium
PID-01935,Infinity Tower,Business Bay,Binghatti,Apartment,3 BR,2352312,7.6%,7.5%,High,Low
PID-01936,Marina Tower,Dubai Marina,Binghatti,Townhouse,3 BR,3074414,8.1%,6.6%,High,Low
PID-01937,Harbour Horizon,JVC,Emaar,Townhouse,2 BR,1914675,9.6%,7.6%,Medium,Medium
PID-01938,Palm Collection,Dubai Marina,Sobha Realty,Townhouse,1 BR,4334016,7.1%,7.8%,High,Low
PID-01939,Central Horizon,Business Bay,Danube,Apartment,2 BR,2568838,7.8%,7.0%,High,Low
PID-01940,Grand Horizon,Business Bay,DAMAC,Villa,2 BR,3881088,7.3%,6.9%,High,Low
PID-01941,The Living,Dubai Marina,DAMAC,Apartment,2 BR,3720782,7.6%,6.7%,High,Low
PID-01942,Canal Vista,Dubai Marina,Emaar,Villa,1 BR,3323008,7.9%,8.1%,High,Low
PID-01943,Harbour Gardens,Dubai Marina,Sobha Realty,Apartment,2 BR,1869383,7.1%,7.9%,High,Low
PID-01944,Elite Residence,JVC,Emaar,Apartment,3 BR,1478813,9.8%,8.1%,Medium,Medium
PID-01945,The Point,Dubai Marina,Emaar,Villa,2 BR,3817122,7.2%,7.4%,High,Low
PID-01946,Palm Living,Business Bay,Binghatti,Townhouse,3 BR,2034434,7.3%,6.5%,High,Low
PID-01947,Canal View,JVC,Danube,Apartment,Studio,1134611,9.2%,9.0%,Medium,Medium
PID-01948,Royal Point,Dubai Marina,Binghatti,Townhouse,1 BR,3192820,7.9%,8.5%,High,Low
PID-01949,Vista Residences,JVC,DAMAC,Townhouse,2 BR,1985385,8.9%,8.6%,Medium,Medium
PID-01950,Harbour One,Dubai Marina,Sobha Realty,Villa,Studio,3454121,7.4%,7.6%,High,Low
PID-01951,Royal View,Dubai Marina,Danube,Villa,2 BR,3327162,7.1%,7.8%,High,Low
PID-01952,Harbour Square,Business Bay,Danube,Villa,2 BR,3724509,7.8%,7.5%,High,Low
PID-01953,Elite Park,JVC,Danube,Apartment,3 BR,1857061,9.0%,7.7%,Medium,Medium
PID-01954,Palm Central,Dubai Marina,DAMAC,Villa,1 BR,4300570,8.1%,8.5%,High,Low
PID-01955,Elite Square,JVC,DAMAC,Apartment,3 BR,1250123,8.9%,7.9%,Medium,Medium
PID-01956,Royal Point,Dubai Marina,Binghatti,Villa,4 BR,2997757,8.6%,6.8%,High,Low
PID-01957,Creek Tower,Dubai Marina,Binghatti,Townhouse,3 BR,3923300,7.0%,7.4%,High,Low
PID-01958,Marina Tower,Business Bay,Emaar,Townhouse,1 BR,1987111,7.8%,7.4%,High,Low
PID-01959,Central Vista,Business Bay,Sobha Realty,Apartment,1 BR,3137704,7.3%,7.7%,High,Low
PID-01960,Palm Living,JVC,Emaar,Apartment,2 BR,1855353,9.1%,7.8%,Medium,Medium
PID-01961,Infinity One,JVC,Sobha Realty,Townhouse,4 BR,1816021,9.4%,7.9%,Medium,Medium
PID-01962,Canal Vista,JVC,DAMAC,Apartment,Studio,1701002,8.9%,8.0%,Medium,Medium
PID-01963,Royal Point,JVC,Binghatti,Apartment,Studio,732624,8.4%,8.9%,Medium,Medium
PID-01964,Marina Residences,Dubai Marina,DAMAC,Townhouse,4 BR,3697144,7.7%,7.2%,High,Low
PID-01965,Azure Point,Dubai Marina,Danube,Apartment,4 BR,3086217,7.4%,6.9%,High,Low
PID-01966,Vista Tower,Business Bay,Danube,Villa,2 BR,4379774,8.5%,7.3%,High,Low
PID-01967,Central Tower,JVC,Danube,Townhouse,Studio,1750178,8.9%,7.8%,Medium,Medium
PID-01968,Canal Park,Dubai Marina,Binghatti,Apartment,Studio,2318433,8.6%,6.6%,High,Low
PID-01969,The One,Dubai Marina,DAMAC,Apartment,Studio,4279018,8.8%,7.2%,High,Low
PID-01970,Harbour Point,Business Bay,Danube,Apartment,Studio,4398870,7.6%,7.4%,High,Low
PID-01971,Harbour Point,Business Bay,Emaar,Apartment,3 BR,3005761,7.5%,7.5%,High,Low
PID-01972,Marina Tower,Dubai Marina,DAMAC,Apartment,2 BR,4334440,8.9%,8.1%,High,Low
PID-01973,Palm Central,Business Bay,DAMAC,Villa,3 BR,4007016,8.7%,7.5%,High,Low
PID-01974,Azure Heights,JVC,Binghatti,Apartment,2 BR,1239278,9.3%,8.0%,Medium,Medium
PID-01975,Skyline Vista,JVC,Binghatti,Apartment,3 BR,1424979,9.7%,8.0%,Medium,Medium
PID-01976,Infinity View,Dubai Marina,Binghatti,Apartment,Studio,4603743,7.1%,7.4%,High,Low
PID-01977,Ocean Residence,Business Bay,Emaar,Villa,4 BR,2681397,7.9%,8.1%,High,Low
PID-01978,Ocean View,JVC,Sobha Realty,Townhouse,Studio,1580292,8.3%,7.7%,Medium,Medium
PID-01979,Ocean Park,JVC,DAMAC,Townhouse,4 BR,1570455,8.2%,8.5%,Medium,Medium
PID-01980,Canal Park,JVC,Sobha Realty,Villa,2 BR,1964256,8.3%,8.3%,Medium,Medium
PID-01981,Vista Place,Dubai Marina,Danube,Villa,1 BR,4861092,8.4%,6.6%,High,Low
PID-01982,Canal Horizon,Dubai Marina,Sobha Realty,Townhouse,Studio,2157742,7.5%,7.0%,High,Low
PID-01983,Central Heights,JVC,Binghatti,Apartment,1 BR,650917,8.4%,7.5%,Medium,Medium
PID-01984,The Residences,Business Bay,Sobha Realty,Apartment,Studio,1845025,7.6%,7.0%,High,Low
PID-01985,Azure Collection,Business Bay,Sobha Realty,Apartment,4 BR,3771688,7.1%,8.1%,High,Low
PID-01986,Harbour View,Dubai Marina,Emaar,Townhouse,2 BR,3352545,7.9%,7.1%,High,Low
PID-01987,Royal Residences,JVC,Binghatti,Townhouse,1 BR,774825,9.4%,8.1%,Medium,Medium
PID-01988,Creek Point,Business Bay,Binghatti,Villa,4 BR,3240088,7.7%,6.6%,High,Low
PID-01989,Harbour Tower,Business Bay,Binghatti,Villa,2 BR,1897164,8.2%,6.9%,High,Low
PID-01990,Elite Heights,Business Bay,Emaar,Apartment,3 BR,2058986,8.8%,6.7%,High,Low
PID-01991,Vista Living,JVC,Sobha Realty,Villa,Studio,1430385,8.4%,7.6%,Medium,Medium
PID-01992,Royal Residence,Business Bay,Binghatti,Townhouse,Studio,4446910,7.6%,8.2%,High,Low
PID-01993,Ocean Place,Dubai Marina,Danube,Apartment,4 BR,4955034,7.5%,8.3%,High,Low
PID-01994,Park Park,JVC,Binghatti,Townhouse,1 BR,1259470,9.6%,7.9%,Medium,Medium
PID-01995,Ocean Tower,Business Bay,Emaar,Townhouse,2 BR,4402121,7.2%,7.7%,High,Low
PID-01996,Central View,JVC,Danube,Villa,Studio,1438769,9.8%,7.5%,Medium,Medium
PID-01997,Elite Tower,Dubai Marina,Danube,Villa,2 BR,2508340,7.7%,7.0%,High,Low
PID-01998,Creek Central,Business Bay,Danube,Townhouse,2 BR,1229796,8.3%,7.7%,High,Low
PID-01999,Vista Gardens,Dubai Marina,Danube,Townhouse,Studio,3192217,8.9%,7.6%,High,Low
PID-02000,The View,Dubai Marina,DAMAC,Villa,4 BR,2915496,8.4%,7.4%,High,Low
